id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
809,China Inc - Taj Santacruz,19.0928003,72.854062,"Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway,Santacruz East, Mumbai",Santacruz East, Mumbai,2500,3.9,no,no,yes,yes,yes,no
810,Neopolitan Pizza,19.19256163,72.96727471,"Panch Pakhadi, Thane WestShop 1-3, Vihang Vihar CHS, Opposite Gautam Park,","Panch Pakhadi, Thane West", Mumbai,550,3.1,yes,no,no,yes,no,no
811,Subway,19.12184872,72.87071653,"Ground Floor, Central Road, MIDC, Premier House,Mahakali, Mumbai",Mahakali, Mumbai,500,2.7,yes,no,no,no,no,no
812,Paapi Paet,19.182986,72.947823,"Shop 9, Zeeneth Building, LBS Marg, Near Santoshi Mata Mandir,Mulund West, Mumbai",Mulund West, Mumbai,500,4.2,yes,no,no,no,no,no
813,UFO's,19.21179646,72.86749989,"321-322, Dimple Arcade, Thakur Complex,Kandivali East, Mumbai",Kandivali East, Mumbai,1500,4.1,no,yes,yes,no,yes,no
814,Lume Restaurant & Bar,19.11583555,72.85355944,"Hotel Aureole, Bima Nagar Society, Sir Mathuradas Vasanji Road, Telli Gali,Near Andheri East Station, Mumbai",Near Andheri East Station, Mumbai,1200,4,yes,yes,yes,yes,yes,no
815,Pergula,18.92515748,72.83201996,"166, MG Road, Opposite Regal Cinema,Colaba, Mumbai",Colaba, Mumbai,1800,3.5,no,no,yes,no,yes,no
816,Grab A Bite,19.182171,72.949497,"Ambaji Dam, Opposite Ram Punjab Hotel, Gauri Shankar Chawl, MG Road,Mulund West, Mumbai",Mulund West, Mumbai,300,3.6,yes,no,no,no,no,no
817,Desi Culture,19.00381328,72.82753028,"C Wing, Trade World, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1300,3.7,yes,no,yes,no,no,no
818,Mocambo Cafe,18.9342776,72.8337888,"23/A, Sir Phirozshah Mehta Road,Fort, Mumbai",Fort, Mumbai,1400,3.7,yes,no,yes,yes,yes,no
819,Shabari,19.08231562,72.84084074,"Balaji Darshan, Tilak Road,Santacruz West, Mumbai",Santacruz West, Mumbai,500,4.3,yes,no,no,no,no,no
820,The Beer Cafe,19.03187,72.8403779,"Plot 29/30, Shop 1-4, Mili CHD, T.H Kataria Road,Mahim, Mumbai",Mahim, Mumbai,1800,3.8,no,no,yes,yes,no,no
821,Vanderlust,19.03187,72.8403779,"Sagar Resham,Bandstand, Bandra West400050, Mumbai, Bandstand, Bandra West","Bandstand, Bandra West", Mumbai,400,3.5,no,no,no,no,no,no
822,Orchids,19.0616734,72.9017241,"Hotel Royal Orchid, NG Acharya Marg,Chembur, Mumbai",Chembur, Mumbai,1200,3.9,yes,no,yes,no,yes,no
823,Gupta Sandwiches & Snacks,19.0740389,72.9995242,"4, JK Chamber, Sector 17,Vashi, Navi Mumbai",Vashi, Mumbai,450,3.8,yes,no,no,no,no,no
824,Deliciae by Bunty Mahajan,19.07299894,72.83144563,"Opposite Curio Cottage,KharDanda Road, Khar, Mumbai",Khar, Mumbai,400,4,yes,no,no,no,no,no
825,Gopala's Veg Kitchen,19.13095042,72.92676095,"Laxmi Udyog Nagar, IND Colony, LBS Marg, Kanjurmarg West,Bhandup, Mumbai",Bhandup, Mumbai,550,3.6,yes,no,no,no,no,no
826,Healthy Treats,19.13095042,72.92676095,"Pali Hill, Bandra West22, Cherrysons, St Cyril's Road,","Pali Hill, Bandra West", Mumbai,400,3.9,no,no,no,no,no,no
827,Gypsy Chinese,19.02552273,72.84058191,"121 Maryland Corner, Keluskar Marg,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,1000,3.7,yes,no,yes,no,no,no
828,Mystery Box,19.18033883,72.83394948,"Eureka Towers, C Wing, Mind Space, Next to Barista, Near Goregaon Sports Club and Toyota Showroom,Malad West, Mumbai",Malad West, Mumbai,550,4.1,yes,yes,no,no,yes,no
829,Maharashtra Lunch Home,19.042475,73.0221255,"Shop 2, Paradise Apartments, Opposite SIES College, Sector 3,NerulEast, Nerul, Navi Mumbai",Nerul, Mumbai,400,4,yes,no,no,yes,no,no
830,Kalinga,19.13694246,72.83148319,"Andheri Lokhandwala, Andheri WestNyayadeep Society, Behind SAB TV Tower, Oberoi Complex,","Andheri Lokhandwala, Andheri West", Mumbai,700,3.5,no,no,no,no,no,no
831,Shreejee's,19.14889102,72.83152476,"Oshiwara, Andheri West24 & 60, Link Plaza, Link Road Extension, Near Oshiwara Police Station,","Oshiwara, Andheri West", Mumbai,600,3.8,yes,no,no,no,yes,no
832,Breadily Baked,19.14889102,72.83152476,"Shop 5, Coral Classic Commercial Complex, Road 20, Near Ambedkar Garden,Chembur, Mumbai",Chembur, Mumbai,300,3.9,no,no,no,no,no,no
833,CarKhana,19.14889102,72.83152476,"Shop G9 Vishal Apartment, Opposite Maxus Banquet Hall, Near Maxus Mall, Temba Hospital Road,Bhayandar, Mumbai",Bhayandar, Mumbai,650,3.6,no,no,no,no,no,no
834,The Bar Index,19.22764933,72.97046218,"Vasant Vihar, Thane WestEmerald Plaza, G3 & 4 Hiranadani Medows ,Pokaran Road,","Vasant Vihar, Thane West", Mumbai,1000,3.6,yes,yes,yes,no,yes,no
835,Biryani By Kilo,19.22764933,72.97046218,"Shabbir Niwas,MahakaliCaves Road, Andheri East, Mahakali, Mumbai",Mahakali, Mumbai,700,3.3,no,no,no,no,no,no
836,Breadkraft,19.14305178,72.82453794,"Andheri Lokhandwala, Andheri West15, Sun Swept Building, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,300,3.9,yes,no,no,no,no,no
837,Pangat,19.2310412,72.8368237,Borivali West,Borivali West, Mumbai,650,3.7,yes,no,no,no,no,no
838,Mystery Box,19.18033883,72.83394948,"Eureka Towers, C Wing, Mind Space, Next to Barista, Near Goregaon Sports Club and Toyota Showroom,Malad West, Mumbai",Malad West, Mumbai,550,4.1,yes,yes,no,no,yes,no
839,Shawarma Factory,19.12446718,72.84031,"5, Naman Co Operative Housing Society, 22 Dadabhai Road,Azad Nagar, Mumbai",Azad Nagar, Mumbai,750,3.7,yes,no,no,no,no,no
840,Masala Kraft - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,6500,3.9,no,no,yes,yes,no,no
841,Souk - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
842,Sea Lounge - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,3500,4.4,no,no,no,yes,no,no
843,Wasabi By Morimoto - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,10000,4.5,no,no,yes,yes,no,no
844,Starbucks,18.921876,72.833322,"The Taj Mahal Palace & Tower, Ground Floor, Apollo Bunder, Opposite Gateway Of India,Colaba, Mumbai",Colaba, Mumbai,700,4.2,no,no,no,yes,no,no
845,La Patisserie - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,1500,4.2,no,no,yes,yes,no,no
846,Golden Dragon - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,5000,4.1,no,no,yes,yes,no,no
847,Harbour Bar - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,2500,3.8,no,no,yes,yes,no,no
848,Aquarius - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,3000,3.3,no,no,yes,yes,no,no
849,Ashok Vada Pav Stall,19.01992447,72.83211954,"Off Cadel Road, Kirti College Lane,Prabhadevi, Mumbai",Prabhadevi, Mumbai,100,4.3,no,no,no,no,no,no
850,CarKhana,19.01992447,72.83211954,"Shop G9 Vishal Apartment, Opposite Maxus Banquet Hall, Near Maxus Mall, Temba Hospital Road,Bhayandar, Mumbai",Bhayandar, Mumbai,650,3.6,no,no,no,no,no,no
851,Breadkraft,19.14305178,72.82453794,"Andheri Lokhandwala, Andheri West15, Sun Swept Building, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,300,3.9,yes,no,no,no,no,no
852,Maharashtra Lunch Home,19.042475,73.0221255,"Shop 2, Paradise Apartments, Opposite SIES College, Sector 3,NerulEast, Nerul, Navi Mumbai",Nerul, Mumbai,400,4,yes,no,no,yes,no,no
853,Biryani By Kilo,19.042475,73.0221255,"Shabbir Niwas,MahakaliCaves Road, Andheri East, Mahakali, Mumbai",Mahakali, Mumbai,700,3.3,no,no,no,no,no,no
854,The Bar Index,19.22764933,72.97046218,"Vasant Vihar, Thane WestEmerald Plaza, G3 & 4 Hiranadani Medows ,Pokaran Road,","Vasant Vihar, Thane West", Mumbai,1000,3.6,yes,yes,yes,no,yes,no
855,Boulevard - The Orchid,19.097302,72.854816,"The Orchid Hotel, Level 1, 70/C, Nehru Road, Adjacent to Domestic Airport,Vile Parle East, Mumbai",Vile Parle East, Mumbai,2600,4,no,no,yes,yes,no,no
856,Mama Mia!,18.9712575,72.8321323,"21/22, Clare Road,BycullaHouse, Byculla, Mumbai",Byculla, Mumbai,600,3.4,yes,no,no,no,no,no
857,Italy in a Box,19.11937056,72.90128667,"1, Jheel Darshan ,CHS, Rambaugh, ADI Shankaracharya Marg,Powai, Mumbai",Powai, Mumbai,600,4.5,yes,no,no,no,no,no
858,Mumbai 77,19.07608428,72.90370736,"G-1, Megor Arcade , M.G road , Next to Sindhuwadi, 
Near Satyam Shopping Centre,Ghatkopar East, Mumbai",Ghatkopar East, Mumbai,600,3.5,yes,no,no,yes,no,no
859,Amoeba Sports Bar,19.08691974,72.88919929,"F 33, 1st Floor, Phoenix Market City, LBS Marg,Kurla, Mumbai",Kurla, Mumbai,1100,3.8,no,no,yes,no,no,no
860,Global Affair,19.2237427,72.8409203,"Shop 4, A- AHCL Homes, Link Road, Near Shimpholi tel exchange,Borivali West, Mumbai",Borivali West, Mumbai,1300,3.7,no,no,yes,no,yes,no
861,Falafel's,18.96328845,72.8104037,"6A, Ground Floor, B Block, Hasan Manzil House, August Kranti Marg, Gowlia Tank,Tardeo, Mumbai",Tardeo, Mumbai,600,3.3,yes,no,no,no,no,no
862,Food,19.10418303,72.86174688,"Shop 1, Sahar Road, Near Suba International Hotel,Chakala, Mumbai",Chakala, Mumbai,400,3.5,yes,no,no,no,no,no
863,Zyka,19.19093029,72.83091255,"Brindavan Building, Evershine Nagar, Near Movietime Cinema,Malad West, Mumbai",Malad West, Mumbai,600,3.5,yes,no,no,no,no,no
864,Spirit Kitchen and Bar,19.2239907,72.8408959,"AHCL Building, Link Road, Opposite Shimpoli Telephone Exchange,Borivali West, Mumbai",Borivali West, Mumbai,1200,3.8,no,no,yes,no,no,no
865,Snack & the Beanstock,19.16420017,72.85101939,"Shop 1, Sarvan Mansion, Next to Union Bank, Sonawala Road,Goregaon East, Mumbai",Goregaon East, Mumbai,800,4.2,no,no,no,yes,no,no
866,Shiro,19.0063687,72.8296113,"Wadia International Center, Bombay Dyeing, Pandhurang Budhkar Marg,Worli, Mumbai",Worli, Mumbai,3000,3.8,yes,no,yes,no,yes,no
867,Street Gourmet,19.232591,72.853367,"2, Aravali Business Park, Sodawala Lane,Borivali West, Mumbai",Borivali West, Mumbai,400,3.6,yes,no,no,no,no,no
868,Ministry of Games,19.172045,72.941354,"Aviour Building, Nirmal Galaxy, LBS Marg,Mulund West, Mumbai",Mulund West, Mumbai,650,4.5,no,yes,no,no,no,no
869,Sea Lounge - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,3500,4.4,no,no,no,yes,no,no
870,Lucky Restaurant,19.05177835,72.9103817,"Hotel Satyabhama, Opposite Amar Theatre, WT Patil Marg, Acharya Nagar,Chembur, Mumbai",Chembur, Mumbai,700,3.6,yes,no,no,yes,yes,no
871,Shaollin Temple,19.0136223,73.0381411,"Krishna Avtar Building, Plot F/3, Palm Beach Road, Sector 14,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,1000,3.8,yes,yes,no,no,no,no
872,Lucky Biryani,19.15103936,72.83548169,"Oshiwara, Andheri West4 & 5, A Wing, Vaibhav Palace, Malad Andheri Link Road,","Oshiwara, Andheri West", Mumbai,800,3.7,yes,no,no,no,no,no
873,Cafe Terra - Executive Enclave,19.066747,72.8300933,"Pali Hill, Bandra WestExecutive Enclave Hotel, Seventh Floor,","Pali Hill, Bandra West", Mumbai,1800,3.6,yes,yes,yes,no,yes,yes
874,"Sun, Moon & Potatoes",19.12384852,72.86975529,"A/1, Rainbow Industrial Estate, Subhash Nagar, 23rd Road, MIDC, Andheri East,Mahakali, Mumbai",Mahakali, Mumbai,1000,3.7,yes,no,yes,no,no,no
875,Cafe Heaven,19.17978815,72.8363286,"5, Ganga Niwas, Chincholi Bunder, Opposite Trends Hotel, Link Road,Malad West, Mumbai",Malad West, Mumbai,400,3.4,yes,no,no,no,no,no
876,Chef's Biryani,19.11864164,72.91140229,"Powai, Mumbai",Powai, Mumbai,400,3.8,yes,no,no,no,no,no
877,Fusion Dhaba,19.11864164,72.91140229,"16,Wagle Estate, Thane WestThane West Main Road, Near Fire Brigade, Wagle Estate, Wagle Estate","Wagle Estate, Thane West", Mumbai,1000,3.7,yes,no,yes,no,no,no
878,AndaMental - The Express Cafe,19.12730258,72.83735354,"Shop 4, Sarkar Corner, Junction of JP Road and Veera Desai Road,Azad NagarMetro Station, Azad Nagar, Mumbai",Azad Nagar, Mumbai,550,3.9,yes,no,no,no,no,no
879,Almond Flowerr,19.14464907,72.82933977,"Andheri Lokhandwala, Andheri West461, Off Lokhandwala,","Andheri Lokhandwala, Andheri West", Mumbai,1500,4,yes,no,yes,yes,yes,yes
880,Ticca Tikka,19.13951886,72.83162568,"Andheri Lokhandwala, Andheri West4, Royal Classic, New link road,","Andheri Lokhandwala, Andheri West", Mumbai,700,3.8,yes,yes,no,no,yes,no
881,Bliss Veg Resto,19.1707948,72.951916,"Sevaram Lalwani road, Opposite Vijay Society Hall,Mulund West, Mumbai",Mulund West, Mumbai,150,4.2,yes,no,no,no,no,no
882,Bliss Veg Resto,19.1707948,72.951916,"Sevaram Lalwani road, Opposite Vijay Society Hall,, Mumbai",Mulund West, Mumbai,150,4.2,yes,no,no,no,no,no
884,Shiv Sagar,19.0981382,72.8459053,"8, Dharam Prem Apartment, Nehru Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,600,3.5,yes,no,no,no,no,no
885,B Merwan,18.9628905,72.8159591,"Ali Bhai Remji Road, Opposite Station,Grant RoadEast, Grant Road, Mumbai",Grant Road, Mumbai,100,4.5,no,no,no,no,no,no
886,Desiklub,18.9248316,72.8222912,"Maker Chamber 5, Jamanala Bajaj Road,Nariman Point, Mumbai",Nariman Point, Mumbai,1000,3.7,yes,no,no,no,no,no
887,The Laughter Chapter Cafe,19.1744468,72.9581905,"E Wing, Shanti Bhavan, Opposite MCC College, Sarojini Naidu Road,Mulund West, Mumbai",Mulund West, Mumbai,500,3.9,yes,no,no,yes,no,no
888,The Punjabi's Kitchen and Bar,19.1114447,72.8636987,"First floor, Sanjay Appa Chambers, Charat Singh Colony, HarGobind Ji Marg Road,Chakala, Mumbai",Chakala, Mumbai,950,3.7,yes,no,no,yes,yes,no
889,Hot Wok,19.02364789,73.0235726,"1, Shop 10, Safal Pride CHS, Opposite Sterling College, Sector 25,Nerul, Navi Mumbai",Nerul, Mumbai,500,3.5,yes,no,no,no,no,no
890,Daffodils 23,19.1804511,72.8357298,"Daffodils 23 Restaurants, Club Link building. Near Toyota Showroom, Link Road. Chincholi Bunder,Malad West, Mumbai",Malad West, Mumbai,1200,3.6,yes,yes,yes,no,yes,no
891,Panayaa - Modern Indian Kitchen,18.9920137,72.8231975,"Block 25, Raghuvanshi Mills Compound, SB Road,Lower Parel, Mumbai",Lower Parel, Mumbai,1700,3.7,yes,no,no,no,no,no
892,The Dock,19.44617938,72.79994342,"1st floor, Above Planet Fashion, Madhyam B Wing, Viva Dwarganga Complex, Bolinj Road,Virar, Mumbai",Virar, Mumbai,900,3.4,yes,no,no,no,no,no
893,Sigree,19.06559446,72.99594853,"Platinum Techno Park, Behind Raghuleela Mall, Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,1800,3.6,yes,no,yes,no,no,no
894,Meraki,19.14314015,72.99690843,"Shop 7, Gajanan Appartments, Sector 8A,Airoli, Navi Mumbai",Airoli, Mumbai,600,3.3,yes,no,no,no,no,no
895,Fat Man's Cafe & Grill,19.114676,72.835926,"Tian Building, 48 Gulmohar Road,Juhu, Mumbai",Juhu, Mumbai,1500,3.4,yes,yes,yes,no,no,no
896,Road House Bluez,19.12713089,72.83596583,"Ground Floor, Tokyo House, Next ToAzad NagarMetro Station, JP Road, Azad Nagar, Mumbai",Azad Nagar, Mumbai,1600,3.7,no,yes,yes,yes,yes,no
897,Pharaoh Lounge & Gastro Pub,19.1115661,72.8657504,"183 &184, Shahid Bhagat Singh Marg, Guru Nanak Nagar,Chakala, Mumbai",Chakala, Mumbai,1700,3.6,no,no,yes,no,yes,no
898,Fish N Bait,19.05940662,72.86508705,"Unit 4, Ground Floor, Jet Airways Godrej BKC, G Block, Next to MCA,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,2500,3.8,yes,no,yes,no,yes,no
899,Vatavaran,19.12525056,72.91843638,"Shop 2, Ground Floor, Bhawani Industrial Estate, Hare Krishna Road, Tirandaz, IIT Market,Powai, Mumbai",Powai, Mumbai,2500,3.4,yes,no,no,no,no,no
900,1Tablespoon Pizza Kitchen,19.027586,72.857696,"23, Ram Villa, Opposite Sahkari Bhandar,Matunga East, Mumbai",Matunga East, Mumbai,800,3.9,yes,no,no,no,no,no
901,Frips,19.082843,73.00566,"Satra Plaza, Near Palm Beach Galleria, Sector 19 D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,850,3.7,no,no,no,no,no,no
902,The White Owl - Brewery & Bistro,19.007391,72.83304,"Lobby, Tower 2 B, One Indiabulls Center, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4,no,yes,yes,no,yes,no
903,Scrumptiious,19.13623135,72.80922186,"Versova, Andheri West9 & 10, Everest Apartment, JP Road, Yari Road,","Versova, Andheri West", Mumbai,800,3.6,yes,no,no,no,no,no
904,Chakra,19.103619,72.8863239,"SakinakaJunction, Andheri Kurla Road, Andheri East, Mumbai",Sakinaka, Mumbai,1000,3.8,yes,no,no,no,no,no
905,Punjab Depot,19.11471634,72.88123582,"Gala 4,MarolMaroshi Road, Andheri East, Marol, Mumbai",Marol, Mumbai,600,4,yes,no,no,no,no,no
906,Dum & Curry,19.11795169,72.90368758,"No. 45, Prathmesh Galaxy, Oop. Vijaya Vihar ,Near Hira Panna Market,Powai, Mumbai",Powai, Mumbai,700,4,yes,no,no,no,no,no
907,Spices & Flavours,18.9302417,72.8333503,"6/8, Rajabahadur Mansion, Hamam Street, Next to Bombay Stock Exchange Building,Fort, Mumbai",Fort, Mumbai,1700,3.7,yes,yes,yes,yes,no,no
908,On The Go Veg Lounge,19.2245682,72.8477855,"3-A, Prathemesh Pooja, T P S Road,Borivali West, Mumbai",Borivali West, Mumbai,1100,3.7,yes,no,no,no,no,no
909,Playteria,19.17165007,72.95116575,"Shop Number. 9. Bhagyashree Apartments, Dr. Ambedkar Road,Mulund West, Mumbai",Mulund West, Mumbai,500,4,yes,no,no,no,no,no
910,Vista - Taj Lands End,19.043575,72.819367,"Taj Lands End,Bandstand, Bandra West, Mumbai","Bandstand, Bandra West", Mumbai,5500,3.7,no,no,yes,yes,no,no
911,Zazie Bistro & Grill,19.08321263,73.00600916,"25-Atrium, Ground Floor, Satra Plaza,Vashi, Navi Mumbai",Vashi, Mumbai,1200,4,yes,yes,no,yes,no,no
912,Somethings Fishy - Regenza By Tunga,19.0664799,72.9988754,"Regenza By Tunga, Plot 37, Sector 30 - A,Vashi, Navi Mumbai",Vashi, Mumbai,1400,3.9,yes,yes,yes,yes,yes,no
913,Pizza Caprina,19.05784233,72.90470045,"2, Arihant Shop Owner Society, Subhash Nagar,Chembur, Mumbai",Chembur, Mumbai,650,3.7,yes,no,no,no,no,no
914,Utsav,19.11007085,72.92507552,"LBS Marg, Opposite HDFC bank,VikhroliWest, Vikhroli, Mumbai",Vikhroli, Mumbai,400,3,yes,no,no,no,no,no
915,Hotel Laxmi Next,19.12465281,72.91578703,"IIT Main Gate,Powai, Mumbai",Powai, Mumbai,600,3.5,yes,no,yes,no,no,no
916,King Chilli Chindian Fusion,19.07779977,72.86507886,"5, 179 A, Gabriel House, Opposite HDFC, Kalina Kurla Road,Santacruz East, Mumbai",Santacruz East, Mumbai,700,3.8,yes,no,no,yes,no,no
917,Oriental Spice,19.1990729,72.9648339,"Panch Pakhadi, Thane WestShreeji Arcade, Almeda Road,","Panch Pakhadi, Thane West", Mumbai,1000,3.7,yes,no,no,no,no,no
918,Maple Restro-Bar,19.23267074,72.97127154,"Manpada, Thane WestShop 6-9, Aggarwal Arcade, Aggarwal Estate Opposite To Acme Ozone,","Manpada, Thane West", Mumbai,800,3.4,yes,yes,yes,no,yes,no
919,Durga Restaurant and Bar,19.02667868,72.85074178,"279 B, Nalla Mansion, Opposite Railway Station,Matunga East, Mumbai",Matunga East, Mumbai,900,4,yes,no,yes,no,no,no
920,Govinda's Restaurant,19.11181989,72.82653518,"Iskcon Hare Krishna Temple,Juhu, Mumbai",Juhu, Mumbai,900,4,no,no,no,no,no,no
921,Rajwada Thal,19.0654494,72.8615635,"Floor 1, Urban Plaza, GN Block, Next to Asian Hearts Hospital,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,900,3.9,yes,no,no,no,no,no
922,Royal Oak Brewery,19.08226207,73.00585359,"Satra Plaza, Sector 19, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,1500,3.9,no,yes,yes,yes,yes,no
923,Eddies Bistro,19.0655374,72.8306095,"Pali Hill, Bandra West6, Silver Croft Building, 16th & 33rd Road Junction,","Pali Hill, Bandra West", Mumbai,1400,3.9,no,no,yes,no,yes,no
924,Spukies,19.17578924,72.87009794,"Shop 6, Mukadam Compound, Off Film City Road, Gokuldham,Goregaon East, Mumbai",Goregaon East, Mumbai,600,4.2,yes,no,no,no,no,no
925,Cafe Junction,19.2171353,73.0872037,"Ground Floor, Sarthak Building, Ursekarwadi, Ramnagar,Dombivali East, Mumbai",Dombivali East, Mumbai,500,4,no,no,no,no,no,no
926,Gabbar's Grill & Fry,19.15107071,72.8354542,"Oshiwara, Andheri West2A, Vaibhav Palace , Opposite Mega Mall, Off New Link Road,","Oshiwara, Andheri West", Mumbai,750,4.2,yes,no,no,no,no,no
928,Thug-Lyf,19.18028468,72.83550113,"Basement, Daffodils 23. Club Link Building, Link Road. Chincholi Signal,Malad West, Mumbai",Malad West, Mumbai,1200,3.7,yes,yes,yes,no,yes,no
929,Cocoamaya,19.1056574,72.883338,"Shivani Dongre Industrial Premises, Andheri Kurla Road,Sakinaka, Mumbai Near Sakinaka Metro Station",Sakinaka, Mumbai,300,3.4,yes,no,no,no,no,no
931,Grills & Wok,18.9709541,72.8321998,"13 -14, 27,BycullaHouse, Clare Road, Byculla, Mumbai",Byculla, Mumbai,700,3.6,yes,no,no,no,no,no
932,Gomantak,19.02352111,72.84283128,"301 Miranda Chawl, Kelkar Road,Dadar West, Mumbai",Dadar West, Mumbai,700,3.8,no,no,no,no,no,no
933,One Street Over,19.06498065,72.83492245,"Linking Road, Bandra WestGround Floor, 35th Street, Off of Linking Road, Khar West,","Linking Road, Bandra West", Mumbai,2000,4.1,no,yes,yes,yes,yes,no
934,Delizioso,19.2140154,73.0901928,"Dr. Rajendra Prasad Road, Raghuveer Nagar, Near Char Rasta, Near Lassi Cycles,Dombivali East, Mumbai",Dombivali East, Mumbai,550,4,yes,no,no,yes,no,no
935,Trattoria - Vivanta By Taj President,18.91423313,72.82112516,"Vivanta by Taj President, 90,Cuffe Parade, Mumbai",Cuffe Parade, Mumbai,2500,4.1,no,no,yes,yes,no,no
936,Cafe Ville Villa,19.10347305,72.85136942,"Shop 3, Dunhill Castle, Hanuman Road,opposite to icici bank and gajalee hotel,Vile Parle East, Mumbai",Vile Parle East, Mumbai,600,4,yes,yes,no,yes,no,no
937,Navaratna,19.0733691,72.9981404,"Hotel Navaratna,  Plot 10, Sector 17,Vashi, Navi Mumbai",Vashi, Mumbai,550,3.8,yes,no,no,no,yes,no
938,Brewers Bay,19.0298075,73.06553516,"Plot 20, Shah Prima Building,KhargharStation Road, Sector 2, Kharghar, Navi Mumbai",Kharghar, Mumbai,600,4,no,yes,no,yes,no,no
939,Bombay Brews,19.2263482,72.97029119,"Vasant Vihar, Thane WestShop 11, Block 1, Emerald Plaza, Pokhran Road 2, Hiranandani Meadows,","Vasant Vihar, Thane West", Mumbai,800,3.8,yes,yes,no,no,no,no
940,Pack-A-Pav,19.0616185,72.8273115,"Pali Hill, Bandra WestShop 2, St. Andrews Road, Near New India General Store,","Pali Hill, Bandra West", Mumbai,500,4.2,no,no,no,no,no,no
942,Cafe Bombay Diaries,19.0173766,73.0443902,"Shop 9, Chawla Plaza, Sarovar Vihar, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,550,4.1,yes,yes,no,no,no,no
943,Häagen-Dazs,19.11593281,72.90901445,"Ground Floor, City Park, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,800,4.1,yes,no,no,yes,no,no
944,Lucknowee Tunday Kebab,19.07934415,72.88033862,"789-A, Goawala Building, LBS Marg, Opposite Fauziya Nursing Home,Kurla, Mumbai",Kurla, Mumbai,500,3.4,yes,no,no,no,no,no
945,Food Jar,19.18020044,72.83654921,"6-7, Ground Floor, Ganga Niwas, New Link Road,  Chincholi Bundari,Malad West, Mumbai",Malad West, Mumbai,800,4,yes,no,no,no,no,no
946,Sigdi,19.06155857,72.83340566,"Linking Road, Bandra WestAbbas Compound, 29th Road, Off Waterfield Road,","Linking Road, Bandra West", Mumbai,650,3.5,yes,no,no,no,no,no
947,Fill In The Blank,19.02794624,72.84161441,"Keshav Bhavan, Shop - 13, Bal Govindas Road, Near Shivaji Park, Opposite Raja Rani Travels,Mahim, Mumbai",Mahim, Mumbai,300,3.7,yes,no,no,no,no,no
948,Timbuctoo,19.10631547,72.91701045,"C 13, Mayfair Sonata,VikhroliPowai Link Road, Vikhroli West, Vikhroli, Mumbai",Vikhroli, Mumbai,1650,3.5,yes,no,yes,no,no,no
949,Biryani Guru,19.0164184,73.0433417,"Mermaid 1, Opp Indian Naval Canteen
, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,750,3.9,yes,yes,no,no,no,no
950,Shree Sagar Veg Restaurant,19.0624137,72.8305879,"Pali Hill, Bandra WestShyam Kunj, Pali Naka, 16th Road,","Pali Hill, Bandra West", Mumbai,900,3.4,yes,no,no,yes,yes,no
951,Peninsula - Peninsula Grand Hotel,19.1027639,72.8887813,"The Peninsula Grand Hotel,SakinakaJunction, Andheri East, Sakinaka, Mumbai",Sakinaka, Mumbai,1800,3.9,yes,yes,yes,yes,yes,no
